image_id,question,answer
glioma_099,What type of brain tumor is shown?,glioma
glioma_146,Where is the tumor located?,posterior fossa cerebellar region
notumor_217,What type of brain tumor is shown?,no tumor
pituitary_180,Is this a pituitary tumor?,yes
notumor_207,Is this a meningioma tumor?,no
notumor_163,Is there a tumor visible in this MRI scan?,no
pituitary_153,Where is the tumor located?,central sellar region
pituitary_080,What type of brain tumor is shown?,pituitary tumor
meningioma_191,Where is the tumor located?,right posterior parietal region
notumor_003,What type of brain tumor is shown?,no tumor
meningioma_065,Where is the tumor located?,central skull base region
glioma_132,What type of brain tumor is shown?,glioma
glioma_095,Is this a glioma tumor?,yes
meningioma_140,Where is the tumor located?,central skull base
pituitary_127,Where is the tumor located?,central skull base sellar region
meningioma_241,Where is the tumor located?,right posterior fossa
notumor_143,Is there a tumor visible in this MRI scan?,no
glioma_088,Is there a tumor visible in this MRI scan?,yes
notumor_035,Where is the tumor located?,no tumor present
meningioma_178,Is this a meningioma tumor?,yes
meningioma_013,What type of brain tumor is shown?,meningioma
glioma_148,What type of brain tumor is shown?,glioma
glioma_130,Where is the tumor located?,right frontal lobe
notumor_169,Is there a tumor visible in this MRI scan?,no
pituitary_175,Where is the tumor located?,sellar region suprasellar extension
meningioma_021,Where is the tumor located?,right temporal region
pituitary_090,Is there a tumor visible in this MRI scan?,yes
notumor_250,Is there a tumor visible in this MRI scan?,no
meningioma_203,Is this a meningioma tumor?,yes
notumor_220,Is this a pituitary tumor?,no
glioma_199,Is there a tumor visible in this MRI scan?,yes
notumor_202,Where is the tumor located?,no tumor present
meningioma_246,Is there a tumor visible in this MRI scan?,yes
pituitary_139,Where is the tumor located?,sellar region midline
pituitary_056,Is this a pituitary tumor?,yes
meningioma_133,What type of brain tumor is shown?,meningioma
meningioma_103,What type of brain tumor is shown?,meningioma
pituitary_229,Where is the tumor located?,sellar region
notumor_041,Where is the tumor located?,no tumor present
glioma_021,Where is the tumor located?,left posterior fossa
notumor_035,Is there a tumor visible in this MRI scan?,no
glioma_006,Is there a tumor visible in this MRI scan?,yes
pituitary_062,Is there a tumor visible in this MRI scan?,yes
meningioma_141,What type of brain tumor is shown?,meningioma
glioma_244,Is this a glioma tumor?,yes
meningioma_178,What type of brain tumor is shown?,meningioma
pituitary_150,Where is the tumor located?,sellar region midline
meningioma_025,What type of brain tumor is shown?,meningioma
pituitary_186,Is there a tumor visible in this MRI scan?,yes
glioma_222,What type of brain tumor is shown?,glioma
pituitary_105,Is there a tumor visible in this MRI scan?,yes
notumor_022,Is this a glioma tumor?,no
notumor_091,What type of brain tumor is shown?,no tumor
glioma_185,Is this a glioma tumor?,yes
meningioma_114,Is this a meningioma tumor?,yes
pituitary_244,Is there a tumor visible in this MRI scan?,yes
notumor_132,Is this a pituitary tumor?,no
pituitary_032,What type of brain tumor is shown?,pituitary tumor
glioma_227,What type of brain tumor is shown?,glioma
pituitary_100,Where is the tumor located?,sellar region
pituitary_234,Is there a tumor visible in this MRI scan?,yes
glioma_237,Where is the tumor located?,right frontotemporal region
pituitary_125,What type of brain tumor is shown?,pituitary tumor
pituitary_224,Is there a tumor visible in this MRI scan?,yes
glioma_179,Where is the tumor located?,posterior fossa cerebellar region
pituitary_163,Is this a pituitary tumor?,yes
glioma_172,What type of brain tumor is shown?,glioma
notumor_103,What type of brain tumor is shown?,no tumor
pituitary_236,Is this a pituitary tumor?,yes
notumor_242,Is this a pituitary tumor?,no
glioma_222,Is this a glioma tumor?,yes
glioma_230,Is this a glioma tumor?,yes
pituitary_116,What type of brain tumor is shown?,pituitary tumor
notumor_165,Where is the tumor located?,no tumor present
meningioma_067,Is this a meningioma tumor?,yes
glioma_121,Where is the tumor located?,right temporal parietal lobe
pituitary_248,What type of brain tumor is shown?,pituitary tumor
notumor_114,What type of brain tumor is shown?,no tumor
glioma_070,Is this a glioma tumor?,yes
glioma_248,Is there a tumor visible in this MRI scan?,yes
pituitary_022,Is there a tumor visible in this MRI scan?,yes
meningioma_062,Is this a meningioma tumor?,yes
glioma_143,Where is the tumor located?,right frontal lobe
meningioma_109,Where is the tumor located?,right frontal convexity
glioma_249,Is this a glioma tumor?,yes
notumor_074,Where is the tumor located?,no tumor present
pituitary_066,Is there a tumor visible in this MRI scan?,yes
glioma_147,Is this a glioma tumor?,yes
meningioma_088,Is this a meningioma tumor?,yes
meningioma_002,Where is the tumor located?,posterior fossa midline region
glioma_169,What type of brain tumor is shown?,glioma
glioma_112,Where is the tumor located?,left temporal parietal region
notumor_223,Is there a tumor visible in this MRI scan?,no
pituitary_249,What type of brain tumor is shown?,pituitary tumor
pituitary_017,Is there a tumor visible in this MRI scan?,yes
notumor_041,Is there a tumor visible in this MRI scan?,no
pituitary_126,Is there a tumor visible in this MRI scan?,yes
meningioma_173,What type of brain tumor is shown?,meningioma
notumor_075,Is this a pituitary tumor?,no
meningioma_062,Where is the tumor located?,left temporal skull base
meningioma_247,Is this a meningioma tumor?,yes
glioma_074,What type of brain tumor is shown?,glioma
meningioma_137,Where is the tumor located?,posterior fossa cerebellopontine
pituitary_004,Is there a tumor visible in this MRI scan?,yes
glioma_148,Is there a tumor visible in this MRI scan?,yes
pituitary_033,Is this a pituitary tumor?,yes
notumor_016,Is this a glioma tumor?,no
glioma_107,Is this a glioma tumor?,yes
meningioma_014,What type of brain tumor is shown?,meningioma
notumor_081,Is there a tumor visible in this MRI scan?,no
glioma_140,Is there a tumor visible in this MRI scan?,yes
notumor_134,Is there a tumor visible in this MRI scan?,no
pituitary_144,Where is the tumor located?,sellar and suprasellar region
notumor_136,Is this a glioma tumor?,no
notumor_135,What type of brain tumor is shown?,no tumor
pituitary_175,Is there a tumor visible in this MRI scan?,yes
meningioma_049,Is this a meningioma tumor?,yes
meningioma_180,Is there a tumor visible in this MRI scan?,yes
notumor_040,Is there a tumor visible in this MRI scan?,no
notumor_152,Is there a tumor visible in this MRI scan?,no
notumor_231,What type of brain tumor is shown?,no tumor
pituitary_115,Is this a pituitary tumor?,yes
meningioma_072,Is this a meningioma tumor?,yes
notumor_116,Where is the tumor located?,no tumor present
pituitary_146,Is there a tumor visible in this MRI scan?,yes
notumor_048,Is there a tumor visible in this MRI scan?,no
pituitary_022,Where is the tumor located?,sellar region
meningioma_223,Is this a meningioma tumor?,yes
meningioma_148,Where is the tumor located?,left superior frontal convexity
notumor_132,Is there a tumor visible in this MRI scan?,no
pituitary_041,What type of brain tumor is shown?,pituitary tumor
notumor_047,Where is the tumor located?,no tumor present
pituitary_068,Where is the tumor located?,sellar region
notumor_055,Is there a tumor visible in this MRI scan?,no
meningioma_035,Is this a meningioma tumor?,yes
notumor_084,Where is the tumor located?,no tumor present
notumor_191,Is there a tumor visible in this MRI scan?,no
notumor_196,Is there a tumor visible in this MRI scan?,no
meningioma_178,Where is the tumor located?,anterior frontal convexity
notumor_155,What type of brain tumor is shown?,no tumor
glioma_114,Is this a glioma tumor?,yes
glioma_229,Is this a glioma tumor?,yes
pituitary_168,Is this a pituitary tumor?,yes
meningioma_050,Where is the tumor located?,central skull base region
meningioma_069,What type of brain tumor is shown?,meningioma
glioma_010,Is this a glioma tumor?,yes
glioma_244,What type of brain tumor is shown?,glioma
glioma_246,Where is the tumor located?,right temporal parietal region
pituitary_166,What type of brain tumor is shown?,pituitary tumor
meningioma_105,What type of brain tumor is shown?,meningioma
meningioma_141,Is there a tumor visible in this MRI scan?,yes
glioma_010,Where is the tumor located?,posterior fossa bilateral
meningioma_122,What type of brain tumor is shown?,meningioma
pituitary_136,What type of brain tumor is shown?,pituitary tumor
glioma_043,Is this a glioma tumor?,yes
meningioma_089,Where is the tumor located?,right parietal lobe
pituitary_097,Where is the tumor located?,sellar region
notumor_149,Is this a meningioma tumor?,no
pituitary_154,What type of brain tumor is shown?,pituitary tumor
pituitary_189,Is this a pituitary tumor?,yes
meningioma_161,Is there a tumor visible in this MRI scan?,yes
meningioma_073,What type of brain tumor is shown?,meningioma
meningioma_096,Is there a tumor visible in this MRI scan?,yes
meningioma_234,Is this a meningioma tumor?,yes
glioma_145,Where is the tumor located?,suprasellar hypothalamic region
pituitary_008,What type of brain tumor is shown?,pituitary tumor
glioma_224,Is there a tumor visible in this MRI scan?,yes
glioma_196,Is there a tumor visible in this MRI scan?,yes
glioma_040,Where is the tumor located?,left frontoparietal region
glioma_001,What type of brain tumor is shown?,glioma
notumor_054,Is this a pituitary tumor?,no
notumor_073,What type of brain tumor is shown?,no tumor
glioma_213,Is this a glioma tumor?,yes
pituitary_101,Is this a pituitary tumor?,yes
meningioma_150,Is there a tumor visible in this MRI scan?,yes
meningioma_195,Is there a tumor visible in this MRI scan?,yes
meningioma_229,Is this a meningioma tumor?,yes
meningioma_011,Where is the tumor located?,right frontoparietal convexity
meningioma_137,Is there a tumor visible in this MRI scan?,yes
notumor_180,Is this a pituitary tumor?,no
glioma_014,Is this a glioma tumor?,yes
notumor_214,Is there a tumor visible in this MRI scan?,no
meningioma_228,Where is the tumor located?,left frontoparietal convexity
pituitary_206,What type of brain tumor is shown?,pituitary tumor
pituitary_169,Is this a pituitary tumor?,yes
notumor_123,Is this a pituitary tumor?,no
glioma_207,Is there a tumor visible in this MRI scan?,yes
notumor_144,Is this a pituitary tumor?,no
meningioma_098,Is this a meningioma tumor?,yes
notumor_068,Is this a meningioma tumor?,no
notumor_029,What type of brain tumor is shown?,no tumor
meningioma_152,Where is the tumor located?,left cerebellar hemisphere
meningioma_149,What type of brain tumor is shown?,meningioma
glioma_193,Where is the tumor located?,posterior fossa cerebellar region
pituitary_069,Is this a pituitary tumor?,yes
meningioma_218,Is there a tumor visible in this MRI scan?,yes
meningioma_022,Is this a meningioma tumor?,yes
pituitary_178,Where is the tumor located?,central sellar region
meningioma_082,Is this a meningioma tumor?,yes
meningioma_116,Where is the tumor located?,left temporal region
glioma_202,What type of brain tumor is shown?,glioma
pituitary_113,Where is the tumor located?,sellar and suprasellar region
pituitary_119,Where is the tumor located?,sellar and suprasellar region
pituitary_028,Is there a tumor visible in this MRI scan?,yes
pituitary_207,What type of brain tumor is shown?,pituitary tumor
notumor_233,Is there a tumor visible in this MRI scan?,no
pituitary_059,What type of brain tumor is shown?,pituitary tumor
glioma_241,Where is the tumor located?,left temporal lobe
glioma_100,What type of brain tumor is shown?,glioma
notumor_187,What type of brain tumor is shown?,no tumor
glioma_177,Is there a tumor visible in this MRI scan?,yes
glioma_108,Where is the tumor located?,right posterior periventricular region
glioma_074,Is there a tumor visible in this MRI scan?,yes
notumor_194,Where is the tumor located?,no tumor present
glioma_037,Is this a glioma tumor?,yes
pituitary_181,Is there a tumor visible in this MRI scan?,yes
pituitary_009,Is this a pituitary tumor?,yes
notumor_200,Is this a meningioma tumor?,no
meningioma_042,Is this a meningioma tumor?,yes
